latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-10.21006,150.35597,329.81,0.38,0.59,2023-03-29,0253,1,nominal,2.0NRT,293.89,4.67,D
-10.20763,150.35487,326.17,0.38,0.59,2023-03-29,0253,1,nominal,2.0NRT,294.4,2.97,D
-9.64302,149.99307,333.51,0.39,0.6,2023-03-29,0253,1,nominal,2.0NRT,297.36,7.19,D
-9.64346,149.98961,326.06,0.39,0.6,2023-03-29,0253,1,low,2.0NRT,297.25,3.73,D
-9.24309,152.86914,329.52,0.49,0.49,2023-03-29,0253,1,nominal,2.0NRT,292.51,3.88,D
-9.30569,150.30312,337.11,0.37,0.58,2023-03-29,0253,1,nominal,2.0NRT,293.48,3.71,D
-9.23478,150.23492,329.21,0.37,0.58,2023-03-29,0253,1,nominal,2.0NRT,293.72,2.29,D
-9.21296,150.23529,329.9,0.37,0.58,2023-03-29,0253,1,nominal,2.0NRT,293.55,2.21,D
-9.35669,149.11035,333.8,0.45,0.63,2023-03-29,0253,1,nominal,2.0NRT,293.02,3.46,D
-8.0775,147.4276,348.96,0.56,0.69,2023-03-29,0253,1,nominal,2.0NRT,292.84,17.21,D
-8.07797,147.42389,355.69,0.56,0.69,2023-03-29,0253,1,nominal,2.0NRT,293.03,18,D
-7.27568,146.51656,326.45,0.64,0.72,2023-03-29,0253,1,nominal,2.0NRT,295.33,5.06,D
-7.27053,146.50453,325.58,0.64,0.72,2023-03-29,0253,1,nominal,2.0NRT,296.71,4.68,D
-7.06349,146.9261,325.95,0.59,0.7,2023-03-29,0253,1,nominal,2.0NRT,293.23,6.93,D
-7.03019,146.98207,334.24,0.59,0.7,2023-03-29,0253,1,nominal,2.0NRT,294.01,8.55,D
-7.03069,146.9782,333.74,0.59,0.7,2023-03-29,0253,1,nominal,2.0NRT,294.15,8.44,D
-7.02903,146.9801,352.78,0.58,0.7,2023-03-29,0253,1,nominal,2.0NRT,293.49,11.98,D
-6.62448,147.85353,331.64,0.5,0.66,2023-03-29,0253,1,nominal,2.0NRT,294.18,4.07,D
-6.23408,150.26839,334.44,0.34,0.56,2023-03-29,0253,1,nominal,2.0NRT,290.17,2,D
-6.69402,146.86269,327.27,0.59,0.7,2023-03-29,0253,1,nominal,2.0NRT,292.13,3.51,D
-6.49191,147.81865,325.07,0.5,0.66,2023-03-29,0253,1,nominal,2.0NRT,292.13,2.01,D
-6.61476,146.76674,334.22,0.6,0.7,2023-03-29,0253,1,nominal,2.0NRT,294.67,4.75,D
-6.60161,146.46132,326.8,0.63,0.72,2023-03-29,0253,1,nominal,2.0NRT,293.29,3.98,D
-6.58549,146.43073,335.03,0.63,0.72,2023-03-29,0253,1,nominal,2.0NRT,294.02,5.22,D
-5.93985,151.10831,331.66,0.58,0.52,2023-03-29,0253,1,nominal,2.0NRT,291.6,6.19,D
-5.94025,151.10675,333.4,0.58,0.52,2023-03-29,0253,1,nominal,2.0NRT,291.7,4.18,D
-6.5868,146.43053,335.46,0.63,0.72,2023-03-29,0253,1,nominal,2.0NRT,294.14,4.63,D
-6.42272,145.73148,333.78,0.71,0.75,2023-03-29,0253,1,nominal,2.0NRT,289.11,8.09,D
-6.42197,145.72852,341.87,0.71,0.75,2023-03-29,0253,1,nominal,2.0NRT,289.92,10.55,D
-6.30925,146.21864,344.03,0.65,0.73,2023-03-29,0253,1,nominal,2.0NRT,291.41,4.97,D
-5.51211,151.47226,328.63,0.54,0.51,2023-03-29,0253,1,nominal,2.0NRT,290.91,3.29,D
-6.12114,146.69655,327.28,0.6,0.7,2023-03-29,0253,1,nominal,2.0NRT,289.8,4.64,D
-6.30773,145.25648,342.56,0.76,0.77,2023-03-29,0253,1,nominal,2.0NRT,288.1,9.48,D
-6.27734,145.27065,333.15,0.75,0.77,2023-03-29,0253,1,nominal,2.0NRT,290.66,4.62,D
-6.30945,145.25719,342.48,0.75,0.77,2023-03-29,0253,1,nominal,2.0NRT,288.09,9.4,D
-6.27903,145.27069,330.8,0.75,0.77,2023-03-29,0253,1,nominal,2.0NRT,290.45,6.56,D
-5.95576,147.336,325.12,0.53,0.67,2023-03-29,0253,1,nominal,2.0NRT,290.45,6.51,D
-5.60674,149.31932,326.34,0.38,0.59,2023-03-29,0253,1,nominal,2.0NRT,289.51,3.03,D
-5.60419,148.05296,337.66,0.47,0.64,2023-03-29,0253,1,nominal,2.0NRT,289.94,7.59,D
-5.60469,148.04922,342.08,0.47,0.64,2023-03-29,0253,1,nominal,2.0NRT,290.63,8.65,D
-5.59983,148.05127,349.22,0.47,0.64,2023-03-29,0253,1,nominal,2.0NRT,290.21,9.15,D
-5.60035,148.04752,328.88,0.47,0.64,2023-03-29,0253,1,nominal,2.0NRT,290.58,7.62,D
-5.81367,145.54782,325.91,0.71,0.75,2023-03-29,0253,1,nominal,2.0NRT,290.46,4.81,D
-5.8129,145.54828,332.42,0.71,0.75,2023-03-29,0253,1,nominal,2.0NRT,289.95,7.26,D
-5.47938,145.84247,332.41,0.67,0.73,2023-03-29,0253,1,nominal,2.0NRT,291.13,4.31,D
-5.47693,145.84056,329.57,0.67,0.73,2023-03-29,0253,1,nominal,2.0NRT,290.3,5.84,D
-2.96741,141.96385,328.91,0.38,0.59,2023-03-29,0436,1,nominal,2.0NRT,279.87,3.77,D
-1.81981,136.7495,332.85,0.54,0.42,2023-03-29,0436,1,nominal,2.0NRT,294.32,4.43,D
-0.80294,135.91891,332.92,0.5,0.41,2023-03-29,0438,1,nominal,2.0NRT,290.6,3.21,D
-0.8012,135.91948,331.14,0.5,0.41,2023-03-29,0438,1,nominal,2.0NRT,289.59,2.28,D
9.61606,122.62151,333.79,0.54,0.51,2023-03-29,0440,1,nominal,2.0NRT,281.32,5.44,D
9.62154,122.62561,339.29,0.54,0.51,2023-03-29,0440,1,nominal,2.0NRT,283.94,8.34,D
9.0628,117.88942,330.04,0.58,0.7,2023-03-29,0440,1,nominal,2.0NRT,271.35,4.54,D
9.06511,117.88759,332.71,0.58,0.7,2023-03-29,0440,1,nominal,2.0NRT,272.66,4.94,D
10.31584,122.92211,334.98,0.5,0.49,2023-03-29,0440,1,nominal,2.0NRT,286.99,3.21,D
10.54776,122.90143,340.44,0.5,0.49,2023-03-29,0440,1,nominal,2.0NRT,292.77,9.48,D
11.17877,122.98936,331.24,0.48,0.48,2023-03-29,0440,1,nominal,2.0NRT,291.73,3.38,D
10.89337,121.05829,326.66,0.33,0.55,2023-03-29,0440,1,nominal,2.0NRT,290.47,1.36,D
11.32905,122.06046,332.04,0.55,0.51,2023-03-29,0440,1,nominal,2.0NRT,294.16,4.15,D
11.32688,122.0585,327.89,0.55,0.51,2023-03-29,0440,1,nominal,2.0NRT,294.21,3.86,D
12.14772,123.37356,327.67,0.44,0.46,2023-03-29,0440,1,nominal,2.0NRT,294.51,3.49,D
12.14705,123.36973,341.19,0.44,0.46,2023-03-29,0440,1,nominal,2.0NRT,294.16,3.49,D
12.09916,121.37555,328.3,0.59,0.53,2023-03-29,0440,1,nominal,2.0NRT,290.47,6.02,D
12.10392,121.37443,348.53,0.59,0.53,2023-03-29,0440,1,nominal,2.0NRT,291.05,6.02,D
13.2136,120.75784,329.68,0.63,0.54,2023-03-29,0442,1,nominal,2.0NRT,274.75,8.07,D
15.04776,120.30302,343.93,0.62,0.54,2023-03-29,0442,1,nominal,2.0NRT,285.47,17.8,D
15.39488,120.56255,330.08,0.59,0.53,2023-03-29,0442,1,nominal,2.0NRT,286.77,2.91,D
15.38401,120.30077,332.8,0.61,0.54,2023-03-29,0442,1,nominal,2.0NRT,289.14,7.97,D
15.45882,120.3334,336.81,0.61,0.53,2023-03-29,0442,1,nominal,2.0NRT,290.18,7.14,D
15.49931,120.30908,340.54,0.61,0.53,2023-03-29,0442,1,nominal,2.0NRT,289.88,9.47,D
15.49824,120.30358,329.64,0.61,0.53,2023-03-29,0442,1,nominal,2.0NRT,293.7,9.47,D
15.66627,120.29787,331.65,0.61,0.53,2023-03-29,0442,1,nominal,2.0NRT,296.72,11.43,D
15.86779,119.93917,342.88,0.63,0.54,2023-03-29,0442,1,nominal,2.0NRT,291.35,13.37,D
16.13525,119.98617,333.36,0.62,0.54,2023-03-29,0442,1,nominal,2.0NRT,297.55,4.17,D
16.36928,121.07251,335.04,0.52,0.5,2023-03-29,0442,1,nominal,2.0NRT,298.03,6.91,D
16.36985,121.0703,336.05,0.52,0.5,2023-03-29,0442,1,nominal,2.0NRT,298.14,5.08,D
17.02035,121.50301,331.63,0.48,0.48,2023-03-29,0442,1,nominal,2.0NRT,295.8,3.21,D
16.93706,120.76758,339.73,0.53,0.5,2023-03-29,0442,1,nominal,2.0NRT,301.4,3.06,D
16.94161,120.76657,333.7,0.53,0.5,2023-03-29,0442,1,nominal,2.0NRT,298.99,3.06,D
17.09609,121.49804,341.45,0.48,0.48,2023-03-29,0442,1,nominal,2.0NRT,291.84,5.37,D
17.09527,121.49359,333.22,0.48,0.48,2023-03-29,0442,1,nominal,2.0NRT,292.55,5.37,D
17.09217,121.49615,337.16,0.48,0.48,2023-03-29,0442,1,nominal,2.0NRT,295.15,5.85,D
17.09651,121.49522,345.4,0.48,0.48,2023-03-29,0442,1,nominal,2.0NRT,294.28,5.85,D
17.09875,121.41205,340.72,0.48,0.48,2023-03-29,0442,1,nominal,2.0NRT,295.19,5.85,D
17.10246,121.40771,339.14,0.48,0.48,2023-03-29,0442,1,nominal,2.0NRT,292.99,7.39,D
17.20131,121.42806,332,0.48,0.48,2023-03-29,0442,1,nominal,2.0NRT,293.65,4.43,D
17.38418,121.57834,334.52,0.46,0.47,2023-03-29,0442,1,nominal,2.0NRT,296.51,7.06,D
17.38343,121.57436,345.73,0.47,0.47,2023-03-29,0442,1,nominal,2.0NRT,296.81,7.06,D
17.38775,121.57359,335.51,0.47,0.47,2023-03-29,0442,1,nominal,2.0NRT,295.3,5.11,D
17.43678,121.7423,330.79,0.45,0.47,2023-03-29,0442,1,low,2.0NRT,302.81,8.04,D
17.27299,120.61806,340.61,0.54,0.51,2023-03-29,0442,1,nominal,2.0NRT,296.41,8.91,D
17.50164,121.45613,330.39,0.47,0.48,2023-03-29,0442,1,nominal,2.0NRT,299.6,4.26,D
17.48094,121.3447,340.16,0.48,0.48,2023-03-29,0442,1,nominal,2.0NRT,289.6,20.54,D
17.37348,120.77148,345.68,0.52,0.5,2023-03-29,0442,1,nominal,2.0NRT,298.84,9.2,D
17.62522,121.43745,340.65,0.47,0.48,2023-03-29,0442,1,nominal,2.0NRT,294.3,7.7,D
17.6684,121.56338,334.95,0.46,0.47,2023-03-29,0442,1,nominal,2.0NRT,298.64,5.24,D
17.7077,121.4882,330.43,0.46,0.47,2023-03-29,0442,1,low,2.0NRT,301.93,7.55,D
17.75627,121.30905,331.82,0.48,0.48,2023-03-29,0442,1,nominal,2.0NRT,291.17,2.41,D
17.78845,121.38429,351.66,0.47,0.48,2023-03-29,0442,1,nominal,2.0NRT,299.53,41.2,D
17.78773,121.38041,339.13,0.47,0.48,2023-03-29,0442,1,nominal,2.0NRT,302.66,41.2,D
17.85686,121.31242,342.82,0.47,0.48,2023-03-29,0442,1,nominal,2.0NRT,293.93,9.6,D
17.97199,121.29616,330.82,0.47,0.48,2023-03-29,0442,1,nominal,2.0NRT,294.49,4.81,D
17.95436,121.1794,352.88,0.48,0.48,2023-03-29,0442,1,nominal,2.0NRT,296.84,18.9,D
17.91179,120.68722,344.08,0.52,0.5,2023-03-29,0442,1,nominal,2.0NRT,295.18,9.81,D
18.17609,121.82516,331.3,0.43,0.46,2023-03-29,0442,1,nominal,2.0NRT,294.84,2.29,D
18.08936,121.31681,338.06,0.47,0.48,2023-03-29,0442,1,nominal,2.0NRT,294.8,5.42,D
18.10112,121.33159,344.55,0.47,0.48,2023-03-29,0442,1,nominal,2.0NRT,291.82,20.2,D
18.1867,121.06252,338.43,0.49,0.48,2023-03-29,0442,1,nominal,2.0NRT,298.39,8.23,D
18.2231,121.06267,334.61,0.48,0.48,2023-03-29,0442,1,nominal,2.0NRT,296.77,4.94,D
18.22299,121.06303,336.76,0.48,0.48,2023-03-29,0442,1,nominal,2.0NRT,296.86,5.11,D
18.39843,120.93198,339.16,0.49,0.49,2023-03-29,0442,1,nominal,2.0NRT,294.59,8.07,D
-8.05512,146.08653,326.49,0.59,0.7,2023-03-29,0434,1,nominal,2.0NRT,291.63,3.25,D
-8.05454,146.08841,336.91,0.6,0.7,2023-03-29,0434,1,nominal,2.0NRT,291.67,5,D
-7.14009,146.14868,336.79,0.63,0.72,2023-03-29,0434,1,nominal,2.0NRT,296.03,7.89,D
-6.97582,146.65523,341.74,0.68,0.74,2023-03-29,0434,1,nominal,2.0NRT,292.63,11.37,D
-6.97535,146.64828,341.96,0.68,0.74,2023-03-29,0434,1,nominal,2.0NRT,293.28,12.77,D
-6.65638,146.79793,331.59,0.7,0.75,2023-03-29,0434,1,nominal,2.0NRT,292.24,7.67,D
-6.67111,146.45995,334.47,0.67,0.73,2023-03-29,0434,1,nominal,2.0NRT,291.73,6.85,D
-6.65687,146.79568,335.95,0.7,0.75,2023-03-29,0434,1,nominal,2.0NRT,292.37,6.9,D
-6.66844,146.46266,336.07,0.67,0.73,2023-03-29,0434,1,nominal,2.0NRT,291.92,6.36,D
-6.55722,146.75836,330.12,0.7,0.75,2023-03-29,0434,1,nominal,2.0NRT,292.86,6.3,D
-6.60658,146.4579,333.62,0.67,0.73,2023-03-29,0434,1,nominal,2.0NRT,292.12,5.6,D
-6.55706,146.75769,328.39,0.7,0.75,2023-03-29,0434,1,nominal,2.0NRT,292.92,6.63,D
-6.60452,146.45648,326.78,0.67,0.74,2023-03-29,0434,1,nominal,2.0NRT,291.77,8.17,D
-6.58732,146.20937,343.72,0.64,0.72,2023-03-29,0434,1,nominal,2.0NRT,294.42,9.29,D
-6.64431,145.89917,331.13,0.61,0.71,2023-03-29,0434,1,nominal,2.0NRT,297.54,7.82,D
-6.54603,146.32074,329,0.66,0.73,2023-03-29,0434,1,nominal,2.0NRT,292.36,2.81,D
-6.57064,145.9686,332.48,0.62,0.72,2023-03-29,0434,1,nominal,2.0NRT,296.08,6.74,D
-6.57222,145.96838,333.3,0.62,0.72,2023-03-29,0434,1,nominal,2.0NRT,296.35,6.87,D
-6.58383,145.71864,347.67,0.6,0.71,2023-03-29,0434,1,nominal,2.0NRT,290.62,9.07,D
-6.35182,146.21552,330.68,0.65,0.73,2023-03-29,0434,1,nominal,2.0NRT,293.16,7.5,D
-3.84681,143.04517,327.64,0.44,0.62,2023-03-29,0436,1,nominal,2.0NRT,286.76,3.3,D
19.12693,102.13307,331.43,0.38,0.36,2023-03-29,0625,1,low,2.0NRT,302.01,3.29,D
21.0914,97.83407,332.55,0.49,0.4,2023-03-29,0627,1,low,2.0NRT,303.32,5.69,D
20.61418,94.35793,343.22,0.53,0.5,2023-03-29,0627,1,nominal,2.0NRT,304.22,8.08,D
21.57862,94.57214,342.55,0.49,0.49,2023-03-29,0627,1,nominal,2.0NRT,303.48,4.68,D
17.36141,100.56129,339.24,0.42,0.37,2023-03-29,0625,1,low,2.0NRT,302.78,4.78,D
17.36959,100.54712,338.41,0.42,0.37,2023-03-29,0625,1,low,2.0NRT,304.57,6.96,D
17.09426,98.92107,333.61,0.49,0.4,2023-03-29,0625,1,nominal,2.0NRT,303.17,3.95,D
17.373,100.54655,339.35,0.42,0.37,2023-03-29,0625,1,low,2.0NRT,303.95,3.04,D
17.07239,98.77403,346.06,0.5,0.41,2023-03-29,0625,1,nominal,2.0NRT,301.29,6.85,D
17.07154,98.76919,333.83,0.5,0.41,2023-03-29,0625,1,nominal,2.0NRT,302.11,6.85,D
17.37643,100.54604,330.1,0.42,0.37,2023-03-29,0625,1,low,2.0NRT,302.78,3.04,D
16.51079,95.69616,335.56,0.52,0.5,2023-03-29,0625,1,nominal,2.0NRT,300.41,4.27,D
17.37985,100.54548,331.06,0.42,0.37,2023-03-29,0625,1,nominal,2.0NRT,303.08,3.25,D
17.00214,98.33096,342.06,0.53,0.42,2023-03-29,0625,1,nominal,2.0NRT,299.67,35.51,D
17.10446,98.89245,330.43,0.49,0.4,2023-03-29,0625,1,nominal,2.0NRT,299.85,3.05,D
17.01055,98.33414,333.12,0.53,0.42,2023-03-29,0625,1,nominal,2.0NRT,298.23,7.84,D
16.39191,95.00871,342.99,0.58,0.52,2023-03-29,0625,1,nominal,2.0NRT,301.58,7.66,D
17.11251,98.89513,347.59,0.49,0.4,2023-03-29,0625,1,nominal,2.0NRT,303.16,9.41,D
17.1199,98.91592,332.64,0.49,0.4,2023-03-29,0625,1,low,2.0NRT,302.71,3.42,D
17.11914,98.91153,340.05,0.49,0.4,2023-03-29,0625,1,nominal,2.0NRT,305.08,3.42,D
17.11766,98.903,335.87,0.49,0.4,2023-03-29,0625,1,nominal,2.0NRT,304.33,11.26,D
17.1169,98.89859,355.99,0.49,0.4,2023-03-29,0625,1,nominal,2.0NRT,305.77,10.67,D
17.11616,98.89428,342.54,0.49,0.4,2023-03-29,0625,1,nominal,2.0NRT,303.71,10.67,D
16.53063,95.67725,342.8,0.52,0.5,2023-03-29,0625,1,nominal,2.0NRT,305.36,5.27,D
17.1228,98.9108,334.98,0.49,0.4,2023-03-29,0625,1,nominal,2.0NRT,304.82,3.42,D
17.12205,98.90643,346.41,0.49,0.4,2023-03-29,0625,1,nominal,2.0NRT,304.54,11.26,D
17.12129,98.90206,354.74,0.49,0.4,2023-03-29,0625,1,nominal,2.0NRT,308.77,11.26,D
17.03366,98.35409,336.56,0.53,0.42,2023-03-29,0625,1,nominal,2.0NRT,300.46,5.46,D
17.5427,101.363,333.27,0.4,0.37,2023-03-29,0625,1,low,2.0NRT,304.29,7.51,D
17.10385,98.69067,340.32,0.5,0.41,2023-03-29,0625,1,nominal,2.0NRT,304.39,4.29,D
17.10309,98.68624,334.53,0.5,0.41,2023-03-29,0625,1,nominal,2.0NRT,301.88,4.29,D
16.6311,96.06203,340.7,0.49,0.49,2023-03-29,0625,1,nominal,2.0NRT,308.59,6.2,D
16.63025,96.05753,334.97,0.49,0.49,2023-03-29,0625,1,low,2.0NRT,308.87,4.88,D
16.6355,96.06115,347.94,0.49,0.49,2023-03-29,0625,1,nominal,2.0NRT,306.35,6.2,D
17.40297,100.42885,330.18,0.42,0.38,2023-03-29,0625,1,low,2.0NRT,303.44,4.14,D
17.4363,100.6125,338.95,0.41,0.37,2023-03-29,0625,1,nominal,2.0NRT,300.66,4.52,D
17.4325,100.589,330.9,0.41,0.37,2023-03-29,0625,1,low,2.0NRT,299.99,2.73,D
17.1264,98.75493,330.85,0.5,0.41,2023-03-29,0625,1,low,2.0NRT,303.92,8.49,D
17.40794,100.41606,343.51,0.42,0.38,2023-03-29,0625,1,nominal,2.0NRT,304.17,4.5,D
16.96626,97.81239,340.69,0.57,0.43,2023-03-29,0625,1,nominal,2.0NRT,300.65,11.48,D
17.41073,100.41158,345.45,0.42,0.38,2023-03-29,0625,1,nominal,2.0NRT,304.39,4.5,D
17.13374,98.75312,332.57,0.5,0.41,2023-03-29,0625,1,nominal,2.0NRT,300.12,4.22,D
17.42712,100.46916,346.76,0.42,0.38,2023-03-29,0625,1,nominal,2.0NRT,302.07,3.01,D
17.41954,100.42246,333.44,0.42,0.38,2023-03-29,0625,1,low,2.0NRT,303.2,2.61,D
17.04568,98.19766,331.71,0.54,0.42,2023-03-29,0625,1,nominal,2.0NRT,295.36,7.54,D
18.02975,104.39687,344.3,0.41,0.37,2023-03-29,0625,1,nominal,2.0NRT,303.27,34.99,D
17.43317,100.41958,336.41,0.42,0.38,2023-03-29,0625,1,low,2.0NRT,304.48,3.69,D
16.91038,97.33336,340.55,0.4,0.44,2023-03-29,0625,1,nominal,2.0NRT,306.23,2.81,D
17.5521,101.02084,342.94,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,303.77,4.85,D
17.5515,101.01713,337.32,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,304.6,4.85,D
17.27063,99.3322,335.57,0.47,0.39,2023-03-29,0625,1,nominal,2.0NRT,305.3,4,D
17.46832,100.48569,347.84,0.42,0.37,2023-03-29,0625,1,nominal,2.0NRT,310.69,17.52,D
17.46768,100.48182,352.04,0.42,0.37,2023-03-29,0625,1,nominal,2.0NRT,312.62,17.52,D
17.46704,100.47793,347.07,0.42,0.37,2023-03-29,0625,1,nominal,2.0NRT,310.07,7.74,D
17.27421,99.33148,334.93,0.47,0.39,2023-03-29,0625,1,nominal,2.0NRT,305.31,4,D
17.2157,98.99284,349.9,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,304.09,7.41,D
17.21499,98.98874,340.32,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,303.11,7.41,D
17.20779,98.94734,336.36,0.49,0.4,2023-03-29,0625,1,low,2.0NRT,309.78,4.8,D
17.4864,100.57436,333.38,0.41,0.37,2023-03-29,0625,1,low,2.0NRT,304.21,4.53,D
17.4711,100.4812,344.54,0.42,0.37,2023-03-29,0625,1,low,2.0NRT,310.33,111.25,D
17.22003,98.99608,345.72,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,304.47,12.55,D
17.2193,98.99184,339.29,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,305.76,8.17,D
17.1951,98.85275,331.79,0.49,0.4,2023-03-29,0625,1,low,2.0NRT,304.33,4.08,D
17.19433,98.8483,335.05,0.49,0.4,2023-03-29,0625,1,nominal,2.0NRT,304.53,2.84,D
17.1069,98.35156,332.85,0.52,0.42,2023-03-29,0625,1,low,2.0NRT,305.81,3.07,D
17.56036,101.00784,339.15,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,306.56,18,D
17.53285,100.8378,347.34,0.41,0.37,2023-03-29,0625,1,nominal,2.0NRT,307.9,10,D
17.47733,100.4763,346.15,0.42,0.37,2023-03-29,0625,1,nominal,2.0NRT,305.97,6.34,D
17.34531,99.68427,343.32,0.45,0.39,2023-03-29,0625,1,nominal,2.0NRT,310.07,9.05,D
17.21871,98.94499,339.95,0.49,0.4,2023-03-29,0625,1,nominal,2.0NRT,304.71,3.49,D
17.16856,98.65721,331.6,0.5,0.41,2023-03-29,0625,1,low,2.0NRT,301.96,3.33,D
17.57492,101.05545,336.34,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,304.67,6.18,D
17.5677,101.01054,338.86,0.4,0.37,2023-03-29,0625,1,low,2.0NRT,309.24,10.99,D
17.48076,100.47579,340.5,0.42,0.37,2023-03-29,0625,1,low,2.0NRT,304.18,6.34,D
17.16991,98.64295,331.64,0.5,0.41,2023-03-29,0625,1,low,2.0NRT,303.36,3.07,D
17.57827,101.05486,352.22,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,309.57,9.28,D
17.57768,101.05116,331.39,0.4,0.37,2023-03-29,0625,1,low,2.0NRT,306.28,9.28,D
17.48419,100.47528,342.21,0.42,0.37,2023-03-29,0625,1,nominal,2.0NRT,308.18,22.11,D
17.208,98.81765,334.52,0.49,0.41,2023-03-29,0625,1,nominal,2.0NRT,301.88,8.42,D
17.12065,98.31855,340.82,0.53,0.42,2023-03-29,0625,1,nominal,2.0NRT,303.79,6.47,D
16.71103,96.00538,340.72,0.49,0.49,2023-03-29,0625,1,nominal,2.0NRT,309.17,7.12,D
17.29979,99.24249,335.28,0.47,0.4,2023-03-29,0625,1,nominal,2.0NRT,305.71,3.35,D
17.52261,100.56012,331.12,0.41,0.37,2023-03-29,0625,1,low,2.0NRT,302.72,1.75,D
17.52136,100.55244,334.38,0.41,0.37,2023-03-29,0625,1,nominal,2.0NRT,303.25,2.63,D
17.30338,99.24174,339.13,0.47,0.4,2023-03-29,0625,1,nominal,2.0NRT,304.76,3.35,D
16.63086,95.50837,334.95,0.53,0.5,2023-03-29,0625,1,nominal,2.0NRT,304.29,3.93,D
17.52539,100.55566,348.36,0.41,0.37,2023-03-29,0625,1,nominal,2.0NRT,305.8,8.94,D
17.26167,98.97524,335.02,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,304.12,3.52,D
17.26094,98.97098,335.07,0.48,0.4,2023-03-29,0625,1,low,2.0NRT,305.27,3.52,D
17.17071,98.4483,346.95,0.52,0.41,2023-03-29,0625,1,nominal,2.0NRT,307.33,9.65,D
17.52601,100.5595,356.35,0.41,0.37,2023-03-29,0625,1,low,2.0NRT,307.35,13.95,D
17.26609,98.97901,335.88,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,304.83,2.38,D
17.26537,98.97482,336.68,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,304.76,3.52,D
17.53471,100.56993,338.81,0.41,0.37,2023-03-29,0625,1,low,2.0NRT,304.1,5.66,D
17.26979,98.97862,343.42,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,305.48,5.78,D
17.24101,98.81049,341.16,0.49,0.41,2023-03-29,0625,1,nominal,2.0NRT,307.54,7,D
17.04285,97.67606,333.28,0.38,0.43,2023-03-29,0625,1,nominal,2.0NRT,300.21,3.92,D
17.53874,100.57322,341.13,0.41,0.37,2023-03-29,0625,1,low,2.0NRT,303.38,7.07,D
17.27427,98.98281,333.19,0.48,0.4,2023-03-29,0625,1,low,2.0NRT,303.92,5.78,D
17.27351,98.97836,347.33,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,307.34,5.78,D
17.0468,97.67529,340.51,0.38,0.43,2023-03-29,0625,1,nominal,2.0NRT,301.93,3.92,D
16.63032,95.38018,343.8,0.54,0.51,2023-03-29,0625,1,nominal,2.0NRT,308.35,9.2,D
16.62843,95.3702,342.9,0.54,0.51,2023-03-29,0625,1,nominal,2.0NRT,305.74,6.64,D
17.5493,100.59518,330.81,0.41,0.37,2023-03-29,0625,1,nominal,2.0NRT,302.55,3.91,D
17.54868,100.59136,337.62,0.41,0.37,2023-03-29,0625,1,nominal,2.0NRT,304.82,6.57,D
17.63772,101.12522,334,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,302.65,3.87,D
17.05611,97.65874,333.87,0.38,0.43,2023-03-29,0625,1,low,2.0NRT,304.97,7.03,D
17.05486,97.65167,349.3,0.38,0.43,2023-03-29,0625,1,nominal,2.0NRT,301.8,5.31,D
17.3256,99.19725,338.9,0.47,0.4,2023-03-29,0625,1,low,2.0NRT,305.65,5.87,D
17.01588,97.40856,336.73,0.4,0.44,2023-03-29,0625,1,nominal,2.0NRT,298.79,4.06,D
16.66366,95.48131,342.56,0.53,0.5,2023-03-29,0625,1,nominal,2.0NRT,309.95,13.1,D
17.65148,101.16854,339.9,0.4,0.37,2023-03-29,0625,1,low,2.0NRT,312.06,9.08,D
16.44142,94.2895,330.93,0.32,0.55,2023-03-29,0625,1,nominal,2.0NRT,299.14,2.71,D
17.61806,100.9369,335.74,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,306.55,6.44,D
17.61747,100.9332,334.98,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,307.84,7.08,D
17.34022,99.23997,330.88,0.47,0.4,2023-03-29,0625,1,low,2.0NRT,301.51,3.01,D
16.64852,95.32439,355.17,0.55,0.51,2023-03-29,0625,1,nominal,2.0NRT,307.43,13.91,D
17.61621,100.88177,333.43,0.41,0.37,2023-03-29,0625,1,low,2.0NRT,302.62,3.86,D
17.38322,99.4528,339.68,0.46,0.39,2023-03-29,0625,1,nominal,2.0NRT,302.37,4.68,D
17.3022,98.96997,332.36,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,301.47,3.68,D
17.03063,97.39806,335.69,0.4,0.44,2023-03-29,0625,1,nominal,2.0NRT,298.32,3.54,D
17.61958,100.88119,340.43,0.41,0.37,2023-03-29,0625,1,low,2.0NRT,304.62,7.51,D
