latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
18.39284,96.69864,353.14,0.42,0.45,2023-03-29,0625,1,nominal,2.0NRT,316.47,14.19,D
12.82559,105.58729,338.4,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,296.75,8.4,D
19.4937,103.38722,344.1,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,305.44,2.05,D
12.79916,105.40397,337.09,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,293.05,4.86,D
11.79954,99.107,332.1,0.57,0.43,2023-03-29,0622,1,nominal,2.0NRT,300.27,5.72,D
19.3694,102.54513,336.5,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,305.55,3.09,D
11.81655,99.18214,337.95,0.56,0.43,2023-03-29,0622,1,nominal,2.0NRT,299.91,6.28,D
19.12817,100.98091,343.03,0.39,0.37,2023-03-29,0625,1,nominal,2.0NRT,306.04,5.19,D
19.04451,100.45827,346.26,0.41,0.37,2023-03-29,0625,1,nominal,2.0NRT,304.32,9.66,D
12.7084,104.7359,339.46,0.39,0.36,2023-03-29,0622,1,nominal,2.0NRT,299.11,3.13,D
12.70787,104.73232,330.46,0.39,0.36,2023-03-29,0622,1,nominal,2.0NRT,299.3,3.13,D
18.64329,98.07411,345.43,0.52,0.41,2023-03-29,0625,1,nominal,2.0NRT,302.16,22.92,D
12.81702,105.4317,334.29,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,298.26,16.95,D
18.28741,96.1047,331.32,0.45,0.47,2023-03-29,0625,1,low,2.0NRT,304.22,3.35,D
13.26702,108.656,332.22,0.39,0.44,2023-03-29,0622,1,nominal,2.0NRT,301.85,1.91,D
19.54184,103.69649,338.32,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,302.71,3.43,D
13.27322,108.64105,332.66,0.39,0.44,2023-03-29,0622,1,nominal,2.0NRT,302.11,1.54,D
19.53084,103.62016,336.36,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,305.77,21.94,D
11.8522,99.24926,336.1,0.56,0.43,2023-03-29,0622,1,nominal,2.0NRT,303.53,7.1,D
19.13209,100.9841,336.07,0.39,0.37,2023-03-29,0625,1,nominal,2.0NRT,304.67,4.25,D
13.20196,108.07883,333.01,0.54,0.42,2023-03-29,0622,1,low,2.0NRT,303.67,3.99,D
19.13149,100.98029,350.54,0.39,0.37,2023-03-29,0625,1,nominal,2.0NRT,306.97,6.88,D
18.77181,98.79528,342.58,0.47,0.4,2023-03-29,0625,1,nominal,2.0NRT,303.79,8.17,D
13.26278,108.50166,339.39,0.57,0.43,2023-03-29,0622,1,nominal,2.0NRT,301.75,5.76,D
18.62528,97.94906,333.61,0.52,0.42,2023-03-29,0625,1,low,2.0NRT,304.68,4.88,D
12.79948,105.19262,339.11,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,302.18,3.29,D
12.80284,105.19211,331.38,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,301.08,1.75,D
19.54959,103.72649,343.78,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,304.3,16.17,D
13.19707,107.95592,341.96,0.53,0.42,2023-03-29,0622,1,nominal,2.0NRT,308.26,13.37,D
18.96816,99.94631,336.03,0.42,0.38,2023-03-29,0625,1,nominal,2.0NRT,306.43,4.01,D
13.07792,107.06504,342.2,0.47,0.4,2023-03-29,0622,1,nominal,2.0NRT,308.53,12.91,D
18.62905,97.94823,338.4,0.52,0.42,2023-03-29,0625,1,nominal,2.0NRT,305.39,4.88,D
18.57012,97.61396,337.29,0.55,0.43,2023-03-29,0625,1,nominal,2.0NRT,301.11,3.81,D
12.85583,105.46013,337.7,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,299.63,30.28,D
18.29833,96.11593,337.32,0.45,0.47,2023-03-29,0625,1,nominal,2.0NRT,305.28,5.43,D
13.29217,108.50936,339.72,0.57,0.43,2023-03-29,0622,1,nominal,2.0NRT,305.55,9.76,D
13.2897,108.46135,346.93,0.57,0.43,2023-03-29,0622,1,nominal,2.0NRT,307.36,11.16,D
13.09184,107.00555,341.98,0.47,0.4,2023-03-29,0622,1,nominal,2.0NRT,309.65,10.86,D
12.66815,104.01337,331.92,0.38,0.36,2023-03-29,0622,1,nominal,2.0NRT,295.56,2.19,D
13.36001,108.79813,330.45,0.4,0.44,2023-03-29,0622,1,nominal,2.0NRT,294.38,2.56,D
18.29596,96.10314,333.37,0.45,0.47,2023-03-29,0625,1,low,2.0NRT,304.83,4.06,D
13.36056,108.79794,330.24,0.4,0.44,2023-03-29,0622,1,nominal,2.0NRT,293.81,2.44,D
19.56042,103.7781,336.17,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,304.14,27.25,D
13.29742,108.25198,337.31,0.55,0.43,2023-03-29,0622,1,nominal,2.0NRT,306.23,4.53,D
19.43365,102.90834,336.83,0.39,0.36,2023-03-29,0625,1,low,2.0NRT,308.29,4.66,D
18.95925,99.87054,332.94,0.42,0.38,2023-03-29,0625,1,low,2.0NRT,302.6,3.13,D
13.23614,107.79095,339.44,0.52,0.41,2023-03-29,0622,1,nominal,2.0NRT,305.34,13.33,D
18.63368,97.95233,340.7,0.52,0.42,2023-03-29,0625,1,nominal,2.0NRT,303.59,8.34,D
18.6328,97.94736,337.04,0.52,0.42,2023-03-29,0625,1,nominal,2.0NRT,304.59,8.77,D
12.93004,105.58346,335.47,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,301.59,6.16,D
18.4226,96.76892,343.22,0.41,0.45,2023-03-29,0625,1,nominal,2.0NRT,307.34,6.16,D
18.42189,96.76503,334.16,0.41,0.45,2023-03-29,0625,1,low,2.0NRT,307.14,6.16,D
13.30811,108.3028,335.32,0.56,0.43,2023-03-29,0622,1,low,2.0NRT,308.41,4.16,D
18.09092,94.99228,346.64,0.54,0.51,2023-03-29,0625,1,nominal,2.0NRT,304.27,7.2,D
12.03743,99.86007,334.01,0.51,0.41,2023-03-29,0622,1,nominal,2.0NRT,297.2,3.17,D
18.08999,94.9874,343.29,0.54,0.51,2023-03-29,0625,1,nominal,2.0NRT,303.99,7.2,D
13.14295,107.04824,340.68,0.47,0.4,2023-03-29,0622,1,nominal,2.0NRT,307.11,10.65,D
18.96269,99.86994,332.16,0.42,0.38,2023-03-29,0625,1,low,2.0NRT,303.74,3.13,D
13.32127,108.31153,336.37,0.56,0.43,2023-03-29,0622,1,low,2.0NRT,307.55,5.08,D
18.61755,97.83792,346.11,0.53,0.42,2023-03-29,0625,1,nominal,2.0NRT,302.46,6.17,D
12.88228,105.15762,334.58,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,298.41,2.16,D
19.59366,103.96194,332.6,0.41,0.37,2023-03-29,0625,1,nominal,2.0NRT,298.76,2.51,D
13.34943,108.49377,333.47,0.57,0.43,2023-03-29,0622,1,nominal,2.0NRT,301.37,4.56,D
19.50821,103.36958,334.66,0.39,0.37,2023-03-29,0625,1,low,2.0NRT,307.64,30.34,D
12.94072,105.51263,340.66,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,300.86,18.02,D
19.43542,102.87448,336.46,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,306.84,4.4,D
12.94018,105.50888,338.91,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,303.88,31.66,D
19.30134,101.98428,336.41,0.38,0.36,2023-03-29,0625,1,nominal,2.0NRT,300.29,6.37,D
13.36865,108.54699,339.06,0.38,0.43,2023-03-29,0622,1,nominal,2.0NRT,299.76,7.39,D
19.19887,101.32173,331.14,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,298.83,1.91,D
13.36816,108.54333,342.5,0.38,0.43,2023-03-29,0622,1,nominal,2.0NRT,301.94,7.39,D
18.41458,96.67815,346.46,0.42,0.45,2023-03-29,0625,1,low,2.0NRT,320.18,31.06,D
12.96549,105.636,337.09,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,295.62,3.91,D
18.90735,99.4916,335.72,0.44,0.38,2023-03-29,0625,1,low,2.0NRT,304.15,5.82,D
12.96222,105.61332,339.68,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,298.84,3.73,D
18.79143,98.80109,343.35,0.47,0.4,2023-03-29,0625,1,nominal,2.0NRT,302.29,3.98,D
13.36752,108.50793,344.35,0.57,0.43,2023-03-29,0622,1,nominal,2.0NRT,301.42,7.23,D
18.34135,96.25374,354.67,0.44,0.46,2023-03-29,0625,1,nominal,2.0NRT,311.44,22,D
13.32914,108.19145,338.47,0.55,0.43,2023-03-29,0622,1,nominal,2.0NRT,307.14,8.28,D
18.3406,96.24963,336.43,0.44,0.46,2023-03-29,0625,1,nominal,2.0NRT,306.82,10.45,D
13.32847,108.18645,336.12,0.55,0.43,2023-03-29,0622,1,low,2.0NRT,307.78,6.89,D
19.56262,103.6973,335.3,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,301.92,2.97,D
12.97726,105.66909,339.07,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,297.26,58.82,D
19.30237,101.9469,332.74,0.38,0.36,2023-03-29,0625,1,nominal,2.0NRT,300.65,3.34,D
19.25486,101.63788,332.46,0.39,0.36,2023-03-29,0625,1,low,2.0NRT,306.6,43.44,D
12.61902,103.26517,332.92,0.39,0.36,2023-03-29,0622,1,nominal,2.0NRT,298.76,2.83,D
18.79583,98.80507,346.19,0.47,0.4,2023-03-29,0625,1,nominal,2.0NRT,301.8,9.93,D
12.88882,105.01467,346.7,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,301.18,10.58,D
18.78818,98.75995,331.91,0.47,0.4,2023-03-29,0625,1,low,2.0NRT,304.65,6.22,D
13.36933,108.40073,335.47,0.56,0.43,2023-03-29,0622,1,nominal,2.0NRT,304.11,4.04,D
18.78588,98.74635,335.01,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,302.53,10.97,D
11.96067,99.12847,331.48,0.56,0.43,2023-03-29,0622,1,low,2.0NRT,305.96,5.36,D
18.78511,98.74185,353.2,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,312.51,10.97,D
12.97997,105.59137,333.82,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,299.25,4.56,D
18.61347,97.74717,330.86,0.54,0.42,2023-03-29,0625,1,low,2.0NRT,301.05,3.75,D
12.97942,105.58761,346.64,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,299.1,8.64,D
11.96459,99.12777,346.27,0.56,0.43,2023-03-29,0622,1,nominal,2.0NRT,302.81,5.36,D
18.59897,97.66442,340.77,0.54,0.42,2023-03-29,0625,1,nominal,2.0NRT,306.81,9.17,D
12.98503,105.60218,348.28,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,298.44,6.52,D
18.35992,96.33128,342.6,0.44,0.46,2023-03-29,0625,1,nominal,2.0NRT,309.34,9.91,D
12.98844,105.60167,347.28,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,296.29,6.52,D
18.34557,96.25291,345.13,0.44,0.46,2023-03-29,0625,1,nominal,2.0NRT,307.28,12.94,D
12.93831,105.25815,339.06,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,303.24,4.2,D
18.17585,95.33988,344.63,0.51,0.49,2023-03-29,0625,1,low,2.0NRT,314.99,9.45,D
12.83781,104.55492,336.15,0.39,0.36,2023-03-29,0622,1,nominal,2.0NRT,298.74,3.32,D
19.57731,103.77559,337.92,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,304.62,4.03,D
19.53413,103.47702,336.44,0.4,0.37,2023-03-29,0625,1,low,2.0NRT,308.34,10.49,D
13.35383,108.0817,343.63,0.54,0.42,2023-03-29,0622,1,nominal,2.0NRT,310,12.46,D
19.51057,103.31563,346.39,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,303.58,1.81,D
11.9817,99.06131,341.97,0.57,0.43,2023-03-29,0622,1,nominal,2.0NRT,305.09,20.49,D
19.46215,102.9864,333.76,0.39,0.36,2023-03-29,0625,1,low,2.0NRT,306.33,1.54,D
13.50375,109.12421,339.72,0.42,0.45,2023-03-29,0622,1,nominal,2.0NRT,297.2,2.19,D
19.46052,102.97534,335.78,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,307.12,3.11,D
11.98564,99.06061,336.84,0.57,0.43,2023-03-29,0622,1,nominal,2.0NRT,301.65,20.49,D
18.78952,98.74582,349.18,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,309.32,10.97,D
13.50792,109.12386,339.92,0.42,0.45,2023-03-29,0622,1,nominal,2.0NRT,297.65,3.25,D
18.685,98.1357,330.81,0.51,0.41,2023-03-29,0625,1,nominal,2.0NRT,300.13,9.98,D
13.36136,108.05047,342.6,0.54,0.42,2023-03-29,0622,1,nominal,2.0NRT,306.89,7.83,D
18.35128,96.26025,332.89,0.44,0.46,2023-03-29,0625,1,nominal,2.0NRT,305.89,2.9,D
13.00481,105.49914,337.34,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,296.95,2.76,D
18.22231,95.5629,341.95,0.49,0.49,2023-03-29,0625,1,low,2.0NRT,316.12,5.44,D
12.72551,103.63007,334.92,0.38,0.36,2023-03-29,0622,1,nominal,2.0NRT,297.66,3.8,D
18.10286,94.9297,331.71,0.55,0.51,2023-03-29,0625,1,nominal,2.0NRT,299.68,3.01,D
19.71034,104.68954,331.7,0.43,0.38,2023-03-29,0625,1,nominal,2.0NRT,298.38,6.32,D
13.35851,108.0479,339.45,0.54,0.42,2023-03-29,0622,1,nominal,2.0NRT,307.2,10.59,D
19.55111,103.57037,343.91,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,303.91,13.37,D
11.98533,99.06347,339.8,0.57,0.43,2023-03-29,0622,1,nominal,2.0NRT,303.68,24.11,D
12.97359,105.2299,336.81,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,302.78,3.26,D
19.51117,103.29645,342.47,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,310.8,8.65,D
19.50302,103.24077,334.81,0.39,0.36,2023-03-29,0625,1,low,2.0NRT,308.08,3.07,D
13.5057,109.12383,340.56,0.42,0.45,2023-03-29,0622,1,nominal,2.0NRT,299.53,5.88,D
19.11007,100.67286,340.47,0.4,0.37,2023-03-29,0625,1,low,2.0NRT,304.06,13.14,D
12.87802,104.52992,338.78,0.39,0.36,2023-03-29,0622,1,nominal,2.0NRT,299.74,5.32,D
18.71934,98.31256,334,0.5,0.41,2023-03-29,0625,1,low,2.0NRT,304.34,6.67,D
12.95951,105.01465,334.67,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,300.96,5.87,D
12.98473,105.16421,337.31,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,300.2,6.6,D
18.71856,98.30802,353.83,0.5,0.41,2023-03-29,0625,1,nominal,2.0NRT,306.02,8.82,D
13.41136,108.20825,336.51,0.55,0.43,2023-03-29,0622,1,low,2.0NRT,306.77,8.14,D
19.51723,103.31453,340.07,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,305,68.61,D
19.38273,102.40912,336.45,0.38,0.36,2023-03-29,0625,1,nominal,2.0NRT,307.77,1.93,D
12.98329,105.13062,334.15,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,297.3,0.9,D
19.1726,101.04575,340.34,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,307.07,12.05,D
13.33632,107.53422,336.23,0.5,0.41,2023-03-29,0622,1,nominal,2.0NRT,302.37,6.18,D
19.11399,100.67574,338.93,0.4,0.37,2023-03-29,0625,1,low,2.0NRT,301.41,13.14,D
13.01222,105.16377,337.45,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,299.46,2.36,D
19.11341,100.67214,337.08,0.4,0.37,2023-03-29,0625,1,low,2.0NRT,303.59,13.14,D
13.40152,107.87113,338.9,0.53,0.42,2023-03-29,0622,1,nominal,2.0NRT,306.42,3.05,D
19.11165,100.66125,337.1,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,302.01,5.92,D
18.72308,98.31206,343.35,0.5,0.41,2023-03-29,0625,1,nominal,2.0NRT,301.39,6.67,D
12.91935,104.46525,337.27,0.39,0.36,2023-03-29,0622,1,nominal,2.0NRT,298.66,3.56,D
18.72229,98.3075,332.67,0.5,0.41,2023-03-29,0625,1,nominal,2.0NRT,305.74,8.82,D
13.14872,106.01022,346.35,0.43,0.38,2023-03-29,0622,1,nominal,2.0NRT,304.71,19.52,D
18.69421,98.14436,331.63,0.51,0.41,2023-03-29,0625,1,nominal,2.0NRT,299.81,4.45,D
13.15219,106.0097,348.4,0.43,0.38,2023-03-29,0622,1,nominal,2.0NRT,309.84,50.44,D
18.59911,97.59708,341.07,0.55,0.43,2023-03-29,0625,1,nominal,2.0NRT,304.81,6.49,D
13.30864,107.06114,339.13,0.48,0.4,2023-03-29,0622,1,nominal,2.0NRT,304.27,5.31,D
18.58899,97.53934,333.67,0.55,0.43,2023-03-29,0625,1,nominal,2.0NRT,305.73,3.35,D
13.09019,105.41328,337.45,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,293.3,4.78,D
19.52002,103.31029,367,0.39,0.36,2023-03-29,0625,1,high,2.0NRT,332.96,188.5,D
13.07666,105.29744,335.37,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,302.5,4.7,D
19.58961,103.78915,343.87,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,299.35,7.49,D
13.43922,107.74961,335.35,0.52,0.41,2023-03-29,0622,1,low,2.0NRT,306.24,7.24,D
19.57117,103.6611,340.05,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,306.48,5.92,D
18.79968,98.73964,341.81,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,304.51,5.77,D
13.10735,105.42934,347.22,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,296.09,9.65,D
18.59286,97.53854,337.92,0.55,0.43,2023-03-29,0625,1,nominal,2.0NRT,308.4,6.87,D
13.05717,105.08128,335.51,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,294.62,4.06,D
18.59198,97.53354,335.21,0.55,0.43,2023-03-29,0625,1,nominal,2.0NRT,308.82,6.87,D
19.52056,103.31398,367,0.39,0.36,2023-03-29,0625,1,low,2.0NRT,333.39,188.5,D
13.06958,105.14318,335.77,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,299.14,15.02,D
19.55575,103.5314,333.02,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,302.01,2.09,D
13.06053,105.08077,337.68,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,298.49,4.06,D
19.54533,103.45988,339.69,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,308.51,3.78,D
13.02501,104.83694,336.88,0.39,0.37,2023-03-29,0622,1,nominal,2.0NRT,302.96,5.31,D
19.49339,103.1059,339.3,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,307.62,3.55,D
13.02078,104.80802,352.02,0.39,0.36,2023-03-29,0622,1,nominal,2.0NRT,304.06,7.96,D
19.46723,102.92912,337.34,0.39,0.36,2023-03-29,0625,1,low,2.0NRT,310.37,4.63,D
13.02025,104.80442,339.2,0.39,0.36,2023-03-29,0622,1,nominal,2.0NRT,303.26,6.45,D
19.46668,102.92544,332.4,0.39,0.36,2023-03-29,0625,1,low,2.0NRT,306,4.63,D
13.02359,104.8039,337.81,0.39,0.36,2023-03-29,0622,1,nominal,2.0NRT,302.32,5.43,D
19.44224,102.76099,332.87,0.39,0.36,2023-03-29,0625,1,low,2.0NRT,304.68,1.75,D
12.83661,103.55341,342.95,0.38,0.36,2023-03-29,0622,1,nominal,2.0NRT,300.72,5.3,D
19.4417,102.75735,334.09,0.39,0.36,2023-03-29,0625,1,low,2.0NRT,304.5,1.75,D
19.42864,102.66985,346.97,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,308.33,5.67,D
13.43899,107.75108,335.64,0.52,0.41,2023-03-29,0622,1,low,2.0NRT,305.65,7.15,D
18.67196,97.97023,345.87,0.52,0.42,2023-03-29,0625,1,nominal,2.0NRT,301.88,23.76,D
19.54935,103.47089,339.47,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,304.25,5.24,D
13.47179,107.9687,335.79,0.53,0.42,2023-03-29,0622,1,low,2.0NRT,306.8,6.8,D
19.54667,103.45213,334.83,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,305.26,5.27,D
13.36773,107.19288,342,0.48,0.4,2023-03-29,0622,1,nominal,2.0NRT,306.46,11.19,D
19.54613,103.44839,342.71,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,312.08,8.78,D
19.48368,103.01694,343.86,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,307.5,5.67,D
12.84106,103.53831,334.6,0.38,0.36,2023-03-29,0622,1,nominal,2.0NRT,295.66,3.59,D
19.43947,102.71666,350.64,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,311.41,7.47,D
18.72084,98.3099,352.76,0.5,0.41,2023-03-29,0625,1,nominal,2.0NRT,307.9,7.84,D
13.02915,104.72565,335.71,0.39,0.36,2023-03-29,0622,1,nominal,2.0NRT,299.76,0.97,D
18.72004,98.30537,335.27,0.5,0.41,2023-03-29,0625,1,nominal,2.0NRT,303.07,7.84,D
13.25832,106.26935,332.67,0.44,0.38,2023-03-29,0622,1,nominal,2.0NRT,295.96,4.07,D
19.54946,103.44769,347.48,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,308.16,8.78,D
13.11638,105.27575,336.31,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,299.29,3.61,D
18.80071,98.74137,330.87,0.48,0.4,2023-03-29,0625,1,nominal,2.0NRT,300.09,6.64,D
13.1316,105.35697,335.61,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,300.19,5.31,D
18.72459,98.30939,337.41,0.5,0.41,2023-03-29,0625,1,nominal,2.0NRT,302.37,7.84,D
13.58073,108.51992,335.96,0.38,0.44,2023-03-29,0622,1,nominal,2.0NRT,299.63,2.18,D
18.69566,98.14692,334.03,0.51,0.41,2023-03-29,0625,1,nominal,2.0NRT,297.07,3.3,D
18.60089,97.59996,334.54,0.55,0.43,2023-03-29,0625,1,nominal,2.0NRT,302.88,3.01,D
13.58475,108.51957,333.48,0.38,0.44,2023-03-29,0622,1,nominal,2.0NRT,300.93,2.12,D
18.58945,97.53725,348.38,0.55,0.43,2023-03-29,0625,1,nominal,2.0NRT,308.61,6.71,D
13.5242,108.03679,334.35,0.54,0.42,2023-03-29,0622,1,nominal,2.0NRT,303.6,2.21,D
18.3515,96.26151,336.59,0.44,0.46,2023-03-29,0625,1,nominal,2.0NRT,307.21,3.87,D
13.07766,104.86958,338.45,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,300.96,4.35,D
18.17291,95.33825,346.89,0.51,0.49,2023-03-29,0625,1,nominal,2.0NRT,312.96,6.54,D
13.25797,106.09035,347.54,0.43,0.38,2023-03-29,0622,1,nominal,2.0NRT,306.12,10.6,D
19.44341,102.67484,336.62,0.39,0.36,2023-03-29,0625,1,low,2.0NRT,310.29,3.91,D
19.39171,102.32941,334.04,0.38,0.36,2023-03-29,0625,1,low,2.0NRT,305.09,3.26,D
13.14924,105.3353,347.1,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,300.65,12.06,D
19.39116,102.32579,332.8,0.38,0.36,2023-03-29,0625,1,low,2.0NRT,305.81,3.26,D
18.94969,99.56534,349.16,0.44,0.38,2023-03-29,0625,1,nominal,2.0NRT,309.3,14,D
12.14027,98.95337,336.49,0.57,0.43,2023-03-29,0622,1,nominal,2.0NRT,302.5,4.82,D
13.60704,108.53405,338.31,0.39,0.44,2023-03-29,0622,1,nominal,2.0NRT,300.85,4.24,D
18.67224,97.97292,347.27,0.52,0.42,2023-03-29,0625,1,nominal,2.0NRT,302.35,17.62,D
13.54238,108.05443,336.55,0.54,0.42,2023-03-29,0622,1,nominal,2.0NRT,302.53,2.06,D
18.59333,97.53651,343.07,0.55,0.43,2023-03-29,0625,1,nominal,2.0NRT,307.7,6.71,D
13.5417,108.04944,332.81,0.54,0.42,2023-03-29,0622,1,low,2.0NRT,304.1,3,D
18.22102,95.56072,344.9,0.49,0.49,2023-03-29,0625,1,nominal,2.0NRT,315.77,5.5,D
13.15182,105.28178,332.09,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,299.37,3.36,D
18.17739,95.33731,346.6,0.51,0.49,2023-03-29,0625,1,nominal,2.0NRT,314.06,6.54,D
13.15196,105.25905,338.34,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,298.19,4.54,D
19.59632,103.70403,336.6,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,303.19,2.61,D
13.01801,104.30741,338.27,0.39,0.36,2023-03-29,0622,1,nominal,2.0NRT,300.34,3.44,D
19.55622,103.42329,338.46,0.4,0.37,2023-03-29,0625,1,nominal,2.0NRT,311.75,12.54,D
13.01748,104.30386,341.6,0.39,0.36,2023-03-29,0622,1,nominal,2.0NRT,300.88,3.44,D
19.5158,103.14397,347.68,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,311.35,6.16,D
13.02132,104.30689,336.5,0.39,0.36,2023-03-29,0622,1,nominal,2.0NRT,299.7,3.44,D
18.95318,99.56474,331.41,0.44,0.38,2023-03-29,0625,1,low,2.0NRT,304.89,2.19,D
13.61812,108.43548,334.74,0.57,0.43,2023-03-29,0622,1,low,2.0NRT,304.76,3.89,D
18.67605,97.97237,341.27,0.52,0.42,2023-03-29,0625,1,nominal,2.0NRT,303.8,70.81,D
13.3613,106.53761,338.97,0.45,0.39,2023-03-29,0622,1,nominal,2.0NRT,300.27,4.33,D
18.43372,96.65088,342.43,0.42,0.45,2023-03-29,0625,1,low,2.0NRT,313.39,9.68,D
19.48028,102.87822,332.6,0.39,0.36,2023-03-29,0625,1,low,2.0NRT,303.77,2.52,D
12.17101,98.86993,340.35,0.39,0.44,2023-03-29,0622,1,nominal,2.0NRT,300.25,4.79,D
19.47974,102.87456,336.45,0.39,0.36,2023-03-29,0625,1,low,2.0NRT,308.08,3.96,D
13.36486,106.5371,339.28,0.45,0.39,2023-03-29,0622,1,nominal,2.0NRT,299.8,3.86,D
19.39884,102.33192,335.54,0.38,0.36,2023-03-29,0625,1,nominal,2.0NRT,306.11,5.86,D
13.19614,105.32446,343.52,0.41,0.37,2023-03-29,0622,1,nominal,2.0NRT,297.86,29.98,D
18.94493,99.49466,330.49,0.44,0.38,2023-03-29,0625,1,low,2.0NRT,305.08,4.03,D
13.19227,105.21848,351.04,0.4,0.37,2023-03-29,0622,1,nominal,2.0NRT,295.16,13.39,D
19.48305,102.87403,341.17,0.39,0.36,2023-03-29,0625,1,nominal,2.0NRT,308.85,7.78,D
19.38953,102.22571,331.27,0.38,0.36,2023-03-29,0625,1,nominal,2.0NRT,295.28,2.59,D
13.35906,106.37044,338.82,0.44,0.39,2023-03-29,0622,1,nominal,2.0NRT,300.76,7.43,D
18.99972,99.77802,334.42,0.43,0.38,2023-03-29,0625,1,nominal,2.0NRT,307.93,4.93,D
13.2822,105.823,335.01,0.42,0.38,2023-03-29,0622,1,nominal,2.0NRT,289.3,116.13,D
18.96966,99.59872,337.88,0.43,0.38,2023-03-29,0625,1,low,2.0NRT,311.75,5.58,D
18.36554,96.22022,347.21,0.45,0.47,2023-03-29,0625,1,nominal,2.0NRT,305.65,8.86,D
13.2851,105.8186,332.91,0.42,0.38,2023-03-29,0622,1,nominal,2.0NRT,291.89,4.58,D
