pro_name,pro_seq,office_name,office_seq
ลพบุรี,7,สำนักงานที่ดินจังหวัดลพบุรี สาขาบ้านหมี่,521
ลพบุรี,7,สำนักงานที่ดินจังหวัดลพบุรี สาขาพัฒนานิคม,522
ลำปาง,40,สำนักงานที่ดินจังหวัดลำปาง,287
ลำปาง,40,สำนักงานที่ดินจังหวัดลำปาง สาขาเกาะคา,528
ลำปาง,40,สำนักงานที่ดินจังหวัดลำปาง สาขางาว,524
ลำปาง,40,สำนักงานที่ดินจังหวัดลำปาง สาขาแจ้ห่ม,531
ลำปาง,40,สำนักงานที่ดินจังหวัดลำปาง สาขาเถิน,529
ลำปาง,40,สำนักงานที่ดินจังหวัดลำปาง สาขาแม่ทะ,532
ลำปาง,40,สำนักงานที่ดินจังหวัดลำปาง สาขาแม่พริก,533
ลำปาง,40,สำนักงานที่ดินจังหวัดลำปาง สาขาวังเหนือ,525
ลำปาง,40,สำนักงานที่ดินจังหวัดลำปาง สาขาสบปราบ,526
ลำปาง,40,สำนักงานที่ดินจังหวัดลำปาง สาขาเสริมงาม,530
ลำปาง,40,สำนักงานที่ดินจังหวัดลำปาง สาขาห้างฉัตร,527
ลำพูน,39,สำนักงานที่ดินจังหวัดลำพูน,286
ลำพูน,39,สำนักงานที่ดินจังหวัดลำพูน สาขาบ้านโฮ่ง,534
ลำพูน,39,สำนักงานที่ดินจังหวัดลำพูน สาขาป่าซาง,535
ลำพูน,39,สำนักงานที่ดินจังหวัดลำพูน สาขาแม่ทา,8849
ลำพูน,39,สำนักงานที่ดินจังหวัดลำพูน สาขาลี้,536
ลำพูน,39,สำนักงานที่ดินจังหวัดลำพูน ส่วนแยกบ้านธิ,1251
เลย,30,สำนักงานที่ดินจังหวัดเลย,277
เลย,30,สำนักงานที่ดินจังหวัดเลย สาขาเชียงคาน,648
เลย,30,สำนักงานที่ดินจังหวัดเลย สาขาด่านซ้าย,645
เลย,30,สำนักงานที่ดินจังหวัดเลย สาขาภูกระดึง,646
เลย,30,สำนักงานที่ดินจังหวัดเลย สาขาวังสะพุง,647
ศรีสะเกษ,22,สำนักงานที่ดินจังหวัดศรีสะเกษ,269
ศรีสะเกษ,22,สำนักงานที่ดินจังหวัดศรีสะเกษ สาขากันทรลักษ์,537
ศรีสะเกษ,22,สำนักงานที่ดินจังหวัดศรีสะเกษ สาขากันทรารมย์,538
ศรีสะเกษ,22,สำนักงานที่ดินจังหวัดศรีสะเกษ สาขาขุขันธ์,539
ศรีสะเกษ,22,สำนักงานที่ดินจังหวัดศรีสะเกษ สาขาขุนหาญ,540
ศรีสะเกษ,22,สำนักงานที่ดินจังหวัดศรีสะเกษ สาขาปรางค์กู่,541
ศรีสะเกษ,22,สำนักงานที่ดินจังหวัดศรีสะเกษ สาขาราษีไศล,542
ศรีสะเกษ,22,สำนักงานที่ดินจังหวัดศรีสะเกษ สาขาอุทุมพรพิสัย,543
สกลนคร,35,สำนักงานที่ดินจังหวัดสกลนคร,282
สกลนคร,35,สำนักงานที่ดินจังหวัดสกลนคร สาขาพรรณานิคม,544
สกลนคร,35,สำนักงานที่ดินจังหวัดสกลนคร สาขาพังโคน,545
สกลนคร,35,สำนักงานที่ดินจังหวัดสกลนคร สาขาวานรนิวาส,546
สกลนคร,35,สำนักงานที่ดินจังหวัดสกลนคร สาขาวาริชภูมิ,547
สกลนคร,35,สำนักงานที่ดินจังหวัดสกลนคร สาขาสว่างแดนดิน,548
สกลนคร,35,สำนักงานที่ดินจังหวัดสกลนคร สาขาอากาศอำนวย,549
สกลนคร,35,สำนักงานที่ดินจังหวัดสกลนคร สาขากุสุมาลย์,9509
สกลนคร,35,สำนักงานที่ดินจังหวัดสกลนคร สาขาบ้านม่วง,1253
สงขลา,70,สำนักงานที่ดินจังหวัดสงขลา,317
สงขลา,70,สำนักงานที่ดินจังหวัดสงขลา สาขาจะนะ,550
สงขลา,70,สำนักงานที่ดินจังหวัดสงขลา สาขาเทพา,558
สงขลา,70,สำนักงานที่ดินจังหวัดสงขลา สาขานาทวี,551
สงขลา,70,สำนักงานที่ดินจังหวัดสงขลา สาขาระโนด,552
สงขลา,70,สำนักงานที่ดินจังหวัดสงขลา สาขารัตภูมิ,553
สงขลา,70,สำนักงานที่ดินจังหวัดสงขลา สาขาสทิงพระ,554
สงขลา,70,สำนักงานที่ดินจังหวัดสงขลา สาขาสะเดา,555
สงขลา,70,สำนักงานที่ดินจังหวัดสงขลา สาขาสะบ้าย้อย,9924
สงขลา,70,สำนักงานที่ดินจังหวัดสงขลา สาขาสิงหนคร,556
สงขลา,70,สำนักงานที่ดินจังหวัดสงขลา สาขาหาดใหญ่,557
สงขลา,70,สำนักงานที่ดินจังหวัดสงขลา สาขาบางกล่ำ,9525
สตูล,71,สำนักงานที่ดินจังหวัดสตูล,318
สตูล,71,สำนักงานที่ดินจังหวัดสตูล สาขาละงู,559
สมุทรปราการ,2,สำนักงานที่ดินจังหวัดสมุทรปราการ,249
สมุทรปราการ,2,สำนักงานที่ดินจังหวัดสมุทรปราการ สาขาบางพลี,560
สมุทรปราการ,2,สำนักงานที่ดินจังหวัดสมุทรปราการ สาขาพระประแดง,561
สมุทรปราการ,2,สำนักงานที่ดินจังหวัดสมุทรปราการ สาขาพระสมุทรเจดีย์,9524
สมุทรสงคราม,60,สำนักงานที่ดินจังหวัดสมุทรสงคราม,307
สมุทรสาคร,59,สำนักงานที่ดินจังหวัดสมุทรสาคร,306
สมุทรสาคร,59,สำนักงานที่ดินจังหวัดสมุทรสาคร สาขากระทุ่มแบน,562
สมุทรสาคร,59,สำนักงานที่ดินจังหวัดสมุทรสาคร สาขาบ้านแพ้ว,563
สระแก้ว,18,สำนักงานที่ดินจังหวัดสระแก้ว,265
สระแก้ว,18,สำนักงานที่ดินจังหวัดสระแก้ว สาขาอรัญประเทศ,567
สระบุรี,10,สำนักงานที่ดินจังหวัดสระบุรี,257
สระบุรี,10,สำนักงานที่ดินจังหวัดสระบุรี สาขาแก่งคอย,566
สระบุรี,10,สำนักงานที่ดินจังหวัดสระบุรี สาขาพระพุทธบาท,564
สระบุรี,10,สำนักงานที่ดินจังหวัดสระบุรี สาขาหนองแค,565
สิงห์บุรี,8,สำนักงานที่ดินจังหวัดสิงห์บุรี,255
สุโขทัย,51,สำนักงานที่ดินจังหวัดสุโขทัย,298
สุโขทัย,51,สำนักงานที่ดินจังหวัดสุโขทัย สาขากงไกรลาศ,587
สุโขทัย,51,สำนักงานที่ดินจังหวัดสุโขทัย สาขาศรีสัชนาลัย,588
สุโขทัย,51,สำนักงานที่ดินจังหวัดสุโขทัย สาขาศรีสำโรง,589
สุโขทัย,51,สำนักงานที่ดินจังหวัดสุโขทัย สาขาสวรรคโลก,590
สุพรรณบุรี,57,สำนักงานที่ดินจังหวัดสุพรรณบุรี,304
สุพรรณบุรี,57,สำนักงานที่ดินจังหวัดสุพรรณบุรี สาขาดอนเจดีย์,8853
สุพรรณบุรี,57,สำนักงานที่ดินจังหวัดสุพรรณบุรี สาขาเดิมบางนางบวช,572
สุพรรณบุรี,57,สำนักงานที่ดินจังหวัดสุพรรณบุรี สาขาศรีประจันต์,568
สุพรรณบุรี,57,สำนักงานที่ดินจังหวัดสุพรรณบุรี สาขาสองพี่น้อง,569
สุพรรณบุรี,57,สำนักงานที่ดินจังหวัดสุพรรณบุรี สาขาสามชุก,570
สุพรรณบุรี,57,สำนักงานที่ดินจังหวัดสุพรรณบุรี สาขาอู่ทอง,571
สุราษฎร์ธานี,67,สำนักงานที่ดินจังหวัดสุราษฎร์ธานี,314
สุราษฎร์ธานี,67,สำนักงานที่ดินจังหวัดสุราษฎร์ธานี สาขากาญจนดิษฐ์,573
สุราษฎร์ธานี,67,สำนักงานที่ดินจังหวัดสุราษฎร์ธานี สาขาเกาะสมุย,577
สุราษฎร์ธานี,67,สำนักงานที่ดินจังหวัดสุราษฎร์ธานี สาขาไชยา,579
สุราษฎร์ธานี,67,สำนักงานที่ดินจังหวัดสุราษฎร์ธานี สาขาบ้านตาขุน,574
สุราษฎร์ธานี,67,สำนักงานที่ดินจังหวัดสุราษฎร์ธานี สาขาบ้านนาสาร,575
สุราษฎร์ธานี,67,สำนักงานที่ดินจังหวัดสุราษฎร์ธานี สาขาพระแสง,8866
สุราษฎร์ธานี,67,สำนักงานที่ดินจังหวัดสุราษฎร์ธานี สาขาพุนพิน,576
สุราษฎร์ธานี,67,สำนักงานที่ดินจังหวัดสุราษฎร์ธานี สาขาเวียงสระ,578
สุราษฎร์ธานี,67,สำนักงานที่ดินจังหวัดสุราษฎร์ธานี สาขากาญจนดิษฐ์ ส่วนแยกดอนสัก,9500
สุราษฎร์ธานี,67,สำนักงานที่ดินจังหวัดสุราษฎร์ธานี สาขาเกาะสมุย ส่วนแยกเกาะพะงัน,1263
สุราษฎร์ธานี,67,สำนักงานที่ดินจังหวัดสุราษฎร์ธานี สาขาท่าฉาง,1262
สุรินทร์,21,สำนักงานที่ดินจังหวัดสุรินทร์,268
สุรินทร์,21,สำนักงานที่ดินจังหวัดสุรินทร์ สาขาจอมพระ,580
สุรินทร์,21,สำนักงานที่ดินจังหวัดสุรินทร์ สาขาชุมพลบุรี,581
สุรินทร์,21,สำนักงานที่ดินจังหวัดสุรินทร์ สาขาท่าตูม,582
สุรินทร์,21,สำนักงานที่ดินจังหวัดสุรินทร์ สาขาปราสาท,583
สุรินทร์,21,สำนักงานที่ดินจังหวัดสุรินทร์ สาขารัตนบุรี,584
สุรินทร์,21,สำนักงานที่ดินจังหวัดสุรินทร์ สาขาศีขรภูมิ,585
สุรินทร์,21,สำนักงานที่ดินจังหวัดสุรินทร์ สาขาสังขะ,586
สุรินทร์,21,สำนักงานที่ดินจังหวัดสุรินทร์ สาขาศีขรภูมิ ส่วนแยกสำโรงทาบ,1023
หนองคาย,31,สำนักงานที่ดินจังหวัดหนองคาย,278
หนองคาย,31,สำนักงานที่ดินจังหวัดหนองคาย สาขาท่าบ่อ,591
หนองคาย,31,สำนักงานที่ดินจังหวัดหนองคาย สาขาโพนพิสัย,594
หนองบัวลำภู,27,สำนักงานที่ดินจังหวัดหนองบัวลำภู,274
หนองบัวลำภู,27,สำนักงานที่ดินจังหวัดหนองบัวลำภู สาขาศรีบุญเรือง,595
อ่างทอง,6,สำนักงานที่ดินจังหวัดอ่างทอง,253
อำนาจเจริญ,26,สำนักงานที่ดินจังหวัดอำนาจเจริญ,273
อำนาจเจริญ,26,สำนักงานที่ดินจังหวัดอำนาจเจริญ สาขาหัวตะพาน,596
อำนาจเจริญ,26,สำนักงานที่ดินจังหวัดอำนาจเจริญ ส่วนแยกพนา,9504
อุดรธานี,29,สำนักงานที่ดินจังหวัดอุดรธานี,276
อุดรธานี,29,สำนักงานที่ดินจังหวัดอุดรธานี สาขากุดจับ,597
อุดรธานี,29,สำนักงานที่ดินจังหวัดอุดรธานี สาขากุมภวาปี,598
อุดรธานี,29,สำนักงานที่ดินจังหวัดอุดรธานี สาขาบ้านดุง,599
อุดรธานี,29,สำนักงานที่ดินจังหวัดอุดรธานี สาขาบ้านผือ,600
อุดรธานี,29,สำนักงานที่ดินจังหวัดอุดรธานี สาขาเพ็ญ,603
อุดรธานี,29,สำนักงานที่ดินจังหวัดอุดรธานี สาขาหนองวัวซอ,601
อุดรธานี,29,สำนักงานที่ดินจังหวัดอุดรธานี สาขาหนองหาน,602
อุดรธานี,29,สำนักงานที่ดินจังหวัดอุดรธานี สาขากุมภวาปี ส่วนแยกโนนสะอาด,1264
อุดรธานี,29,สำนักงานที่ดินจังหวัดอุดรธานี สาขาบ้านผือ ส่วนแยกน้ำโสม,9511
อุดรธานี,29,สำนักงานที่ดินจังหวัดอุดรธานี สาขาศรีธาตุ,9510
อุดรธานี,29,สำนักงานที่ดินจังหวัดอุดรธานี สาขาหนองหาน ส่วนแยกทุ่งฝน,1265
อุตรดิตถ์,41,สำนักงานที่ดินจังหวัดอุตรดิตถ์,288
อุตรดิตถ์,41,สำนักงานที่ดินจังหวัดอุตรดิตถ์ สาขาตรอน,604
อุตรดิตถ์,41,สำนักงานที่ดินจังหวัดอุตรดิตถ์ สาขาน้ำปาด,605
อุตรดิตถ์,41,สำนักงานที่ดินจังหวัดอุตรดิตถ์ สาขาพิชัย,606
อุทัยธานี,48,สำนักงานที่ดินจังหวัดอุทัยธานี,295
อุทัยธานี,48,สำนักงานที่ดินจังหวัดอุทัยธานี สาขาบ้านไร่,607
อุทัยธานี,48,สำนักงานที่ดินจังหวัดอุทัยธานี สาขาหนองฉาง,608
อุบลราชธานี,23,สำนักงานที่ดินจังหวัดอุบลราชธานี,270
อุบลราชธานี,23,สำนักงานที่ดินจังหวัดอุบลราชธานี สาขาเขมราฐ,614
อุบลราชธานี,23,สำนักงานที่ดินจังหวัดอุบลราชธานี สาขาเขื่องใน,615
อุบลราชธานี,23,สำนักงานที่ดินจังหวัดอุบลราชธานี สาขาเดชอุดม,616
อุบลราชธานี,23,สำนักงานที่ดินจังหวัดอุบลราชธานี สาขาตระการพืชผล,609
อุบลราชธานี,23,สำนักงานที่ดินจังหวัดอุบลราชธานี สาขาน้ำยืน,610
อุบลราชธานี,23,สำนักงานที่ดินจังหวัดอุบลราชธานี สาขาพิบูลมังสาหาร,611
อุบลราชธานี,23,สำนักงานที่ดินจังหวัดอุบลราชธานี สาขาม่วงสามสิบ,612
อุบลราชธานี,23,สำนักงานที่ดินจังหวัดอุบลราชธานี สาขาวารินชำราบ,613
อุบลราชธานี,23,สำนักงานที่ดินจังหวัดอุบลราชธานี สาขาศรีเมืองใหม่,1267
